report_id,source_id,timestamp,severity,category
311,29,638,1,power
312,29,639,2,fire
313,24,639,1,power
314,8,640,3,medical
315,11,640,9,power
316,42,642,3,flood
317,33,643,6,rescue
318,7,644,7,power
319,45,645,1,fire
320,40,646,9,flood
321,4,651,5,medical
322,19,652,4,power
323,34,656,4,medical
324,31,659,2,power
325,46,663,4,rescue
326,33,663,7,flood
327,28,667,1,medical
328,41,670,2,medical
329,33,670,2,flood
330,25,670,1,power
331,12,670,1,power
332,39,674,3,power
333,2,676,5,fire
334,12,678,6,flood
335,27,680,1,flood
336,12,682,2,medical
337,35,687,5,rescue
338,42,691,7,medical
339,22,694,1,flood
340,38,697,1,rescue
341,12,697,2,fire
342,45,698,9,medical
343,30,698,5,power
344,5,705,6,fire
345,33,710,3,rescue
346,36,712,6,rescue
347,35,715,9,flood
348,11,716,5,fire
349,21,720,1,flood
350,13,722,5,power
351,34,723,6,rescue
352,10,725,2,flood
353,22,731,1,fire
354,16,732,3,medical
355,28,732,2,rescue
356,46,736,2,flood
357,16,742,1,rescue
358,46,743,7,flood
359,18,744,3,flood
360,37,744,6,power
361,48,748,5,rescue
362,43,749,4,rescue
363,16,750,6,flood
364,6,755,6,rescue
365,2,755,6,medical
366,6,756,4,rescue
367,8,757,2,medical
368,21,760,2,power
369,7,760,10,power
370,20,767,5,fire
371,30,770,2,flood
372,32,773,6,medical
373,21,773,1,medical
374,45,774,1,rescue
375,9,774,1,fire
376,1,774,1,medical
377,32,775,1,fire
378,1,777,4,fire
379,49,779,2,fire
380,48,784,5,power
381,5,786,8,medical
382,31,792,5,rescue
383,49,794,6,rescue
384,6,797,8,rescue
385,21,798,3,flood
386,41,800,1,fire
387,22,802,1,medical
388,18,803,3,rescue
389,28,804,3,flood
390,5,806,5,power
391,40,807,5,rescue
392,34,808,1,medical
393,48,812,9,fire
394,19,815,3,rescue
395,19,816,1,fire
396,31,817,3,fire
397,35,818,4,fire
398,38,823,10,flood
399,11,827,5,fire
400,14,828,1,fire
401,47,829,1,fire
402,13,829,1,power
403,44,830,2,rescue
404,13,832,4,medical
405,38,839,5,flood
406,27,840,7,power
407,0,840,4,rescue
408,46,841,2,fire
409,13,843,4,power
410,29,845,3,power
411,42,846,5,medical
412,19,847,1,flood
413,36,849,3,medical
414,43,850,4,rescue
415,19,851,10,fire
416,36,851,1,power
417,34,852,1,power
418,32,853,4,rescue
419,49,859,5,flood
420,24,860,9,medical
421,46,861,3,rescue
422,22,863,1,power
423,49,863,6,fire
424,7,864,3,power
425,46,866,5,fire
426,29,870,2,medical
427,46,876,6,rescue
428,24,876,8,medical
429,30,878,7,power
430,40,893,3,rescue
431,5,903,9,medical
432,47,904,6,power
433,40,907,7,fire
434,45,911,5,flood
435,17,915,6,flood
436,0,915,2,medical
437,0,916,4,power
438,28,917,4,medical
439,34,919,1,fire
440,7,920,5,fire
441,8,922,4,fire
442,1,923,8,power
443,24,924,1,fire
444,14,926,3,flood
445,5,928,5,rescue
446,44,932,2,flood
447,46,937,8,medical
448,14,938,8,power
449,33,939,3,rescue
450,45,941,8,rescue
451,15,942,4,fire
452,12,942,7,medical
453,6,944,7,fire
454,30,944,2,medical
455,41,944,9,rescue
456,6,946,4,rescue
457,41,948,9,power
458,20,948,4,medical
459,14,952,1,fire
460,41,952,6,medical
461,36,953,2,flood
462,38,955,6,fire
463,9,956,3,fire
464,48,956,7,fire
465,20,957,1,power
466,27,957,4,flood
467,13,958,4,medical
468,1,959,1,power
469,41,959,3,medical
470,38,961,1,flood
471,37,962,8,power
472,39,963,8,rescue
473,7,963,2,medical
474,12,966,7,fire
475,43,971,5,power
476,7,972,5,rescue
477,2,973,5,fire
478,1,974,4,flood
479,29,980,1,rescue
480,4,982,5,medical
481,41,985,3,medical
482,11,988,2,rescue
483,2,989,3,power
484,39,992,10,rescue
485,43,994,7,power
486,21,997,6,medical
487,11,997,1,fire
488,35,998,2,fire
489,40,1000,3,flood
490,0,1001,7,rescue
491,25,1002,7,flood
492,14,1003,4,power
493,11,1006,3,fire
494,44,1009,5,fire
495,5,1009,6,rescue
496,14,1011,1,fire
497,34,1013,9,rescue
498,9,1017,4,medical
499,32,1022,4,medical
500,45,1023,2,flood
501,5,1023,5,power
502,20,1030,4,medical
503,44,1035,6,rescue
504,13,1039,3,power
505,5,1041,2,flood
506,22,1044,3,flood
507,33,1054,2,fire
508,49,1055,5,medical
509,8,1056,1,medical
510,45,1057,1,rescue
511,3,1059,2,medical
512,28,1060,5,rescue
513,49,1061,6,rescue
514,34,1065,4,rescue
515,6,1065,3,power
516,1,1069,3,power
517,14,1070,6,fire
518,4,1071,2,power
519,44,1077,2,fire
520,31,1079,3,flood
521,10,1079,4,rescue
522,25,1079,1,fire
523,17,1080,6,medical
524,28,1085,3,power
525,48,1086,1,medical
526,40,1086,6,rescue
527,32,1091,8,fire
528,39,1093,7,flood
529,7,1097,3,medical
530,22,1100,7,flood
531,43,1100,3,power
532,7,1100,6,flood
533,23,1102,1,medical
534,20,1109,3,rescue
535,14,1110,5,flood
536,42,1113,1,power
537,31,1113,2,fire
538,31,1116,9,medical
539,39,1117,9,fire
540,2,1117,2,rescue
541,40,1120,4,fire
542,35,1122,3,fire
543,31,1122,4,rescue
544,9,1122,1,fire
545,24,1124,3,rescue
546,49,1126,2,rescue
547,31,1136,7,medical
548,34,1141,6,medical
549,46,1142,5,power
550,7,1143,6,rescue
551,21,1144,10,medical
552,28,1146,1,fire
553,14,1148,6,fire
554,22,1149,2,power
555,36,1150,6,flood
556,18,1154,5,rescue
557,36,1154,1,fire
558,7,1163,6,power
559,3,1164,2,fire
560,24,1166,6,flood
561,40,1168,6,medical
562,21,1171,6,fire
563,16,1174,2,medical
564,19,1175,6,flood
565,5,1176,4,power
566,46,1180,5,rescue
567,34,1182,3,power
568,38,1186,1,rescue
569,44,1188,3,rescue
570,2,1190,1,fire
571,3,1193,4,fire
572,18,1195,1,rescue
573,45,1198,1,power
574,37,1199,6,rescue
575,47,1200,1,medical
576,17,1203,2,medical
577,46,1205,6,rescue
578,32,1208,5,rescue
579,46,1211,5,rescue
580,8,1213,4,power
581,9,1213,1,power
582,29,1214,4,power
583,44,1218,8,flood
584,45,1219,7,power
585,36,1225,6,power
586,4,1225,1,fire
587,38,1228,4,flood
588,35,1228,1,rescue
589,30,1228,5,medical
590,29,1228,1,fire
591,27,1229,2,rescue
592,9,1232,3,fire
593,5,1232,1,power
594,42,1232,5,fire
595,20,1233,2,medical
596,5,1235,2,fire
597,10,1239,1,power
598,43,1247,2,medical
599,20,1247,1,flood
600,36,1254,2,flood
601,20,1255,9,medical
602,32,1255,5,rescue
603,6,1263,4,medical
604,33,1266,5,flood
605,21,1267,4,fire
606,5,1267,3,fire
607,1,1267,7,medical
608,33,1270,3,flood
609,21,1271,1,rescue
610,34,1272,6,medical
611,6,1275,1,fire
612,45,1279,4,power
613,27,1281,2,power
614,27,1281,4,fire
615,2,1282,2,medical
616,34,1286,3,rescue
617,49,1286,6,power
618,11,1289,1,rescue
619,35,1289,5,medical
620,47,1291,4,fire
621,19,1292,6,fire
622,2,1293,8,flood
623,39,1293,1,rescue
624,7,1293,6,rescue
625,36,1294,6,flood
626,11,1295,4,medical
627,20,1307,5,fire
628,37,1307,3,flood
629,26,1307,4,flood
630,24,1308,7,fire
631,4,1308,2,rescue
632,37,1309,1,flood
633,10,1310,7,rescue
634,20,1311,4,flood
635,29,1314,2,power
636,25,1315,5,power
637,33,1317,6,fire
638,22,1320,4,medical
639,10,1320,9,flood
640,19,1321,5,fire
641,39,1321,1,medical
642,0,1325,1,flood
643,24,1328,2,power
644,45,1329,8,rescue
645,38,1333,6,rescue
646,17,1335,8,flood
647,26,1336,3,rescue
648,34,1336,9,flood
649,24,1337,6,fire
650,21,1342,5,flood
651,2,1342,5,medical
652,44,1344,5,medical
653,18,1344,3,power
654,39,1346,2,medical
655,24,1346,4,power
656,13,1351,4,rescue
657,27,1353,7,medical
658,21,1356,10,power
659,47,1367,3,flood
660,45,1367,4,power
661,19,1370,4,rescue
662,8,1373,1,rescue
663,33,1375,9,medical
664,22,1376,1,rescue
665,45,1381,1,medical
666,28,1382,4,power
667,19,1384,5,flood
668,6,1387,1,rescue
669,44,1388,5,rescue
670,33,1388,6,medical
671,22,1389,1,medical
672,11,1390,1,flood
673,41,1391,3,power
674,34,1392,3,flood
675,19,1392,4,power
676,48,1392,1,flood
677,32,1394,3,power
678,41,1397,1,medical
679,36,1399,4,medical
680,38,1401,7,power
681,45,1402,3,power
682,44,1403,3,rescue
683,7,1405,5,power
684,47,1411,7,fire
685,4,1411,7,flood
686,29,1415,7,medical
687,17,1418,1,rescue
688,35,1419,1,flood
689,39,1419,8,medical
690,14,1421,8,fire
691,40,1423,3,flood
692,9,1424,5,flood
693,38,1424,1,rescue
694,1,1433,1,flood
695,39,1435,1,medical
696,34,1435,3,power
697,36,1436,6,medical
698,24,1439,6,medical
699,20,1442,7,fire
700,44,1445,4,power
701,29,1448,2,fire
702,2,1448,4,medical
703,39,1450,4,fire
704,35,1451,5,fire
705,36,1454,1,power
706,0,1455,1,flood
707,17,1455,1,flood
708,26,1457,4,medical
709,4,1466,3,rescue
710,37,1467,1,rescue
711,49,1473,2,flood
712,44,1473,1,flood
713,42,1473,3,fire
714,5,1474,1,power
715,36,1475,1,power
716,36,1478,7,rescue
717,8,1485,1,power
718,16,1485,9,rescue
719,40,1488,4,fire
720,22,1488,3,fire
721,44,1489,1,medical
722,43,1491,9,flood
723,0,1491,4,power
724,46,1494,3,rescue
725,16,1495,7,fire
726,23,1496,3,power
727,7,1498,7,medical
728,18,1499,9,flood
729,10,1500,4,rescue
730,10,1502,1,power
731,19,1509,7,fire
732,16,1509,3,fire
733,43,1510,7,fire
734,10,1515,4,flood
735,49,1516,7,power
736,17,1522,7,rescue
737,34,1526,10,medical
738,44,1531,5,medical
739,7,1531,2,flood
740,12,1533,5,power
741,15,1536,3,power
742,2,1537,4,fire
743,20,1537,7,fire
744,34,1537,4,medical
745,34,1537,2,fire
746,6,1538,1,flood
747,24,1541,6,power
748,7,1545,7,medical
749,35,1546,4,medical
750,13,1547,5,flood
751,2,1550,6,power
752,33,1554,9,flood
753,15,1557,1,medical
754,41,1557,5,rescue
755,25,1558,5,rescue
756,2,1559,2,flood
757,38,1561,7,medical
758,29,1562,1,power
759,18,1563,6,medical
760,31,1565,3,fire
761,19,1566,4,fire
762,23,1571,4,rescue
763,22,1571,2,rescue
764,13,1571,1,fire
765,40,1572,3,medical
766,28,1573,5,medical
767,49,1576,1,power
768,28,1576,1,medical
769,18,1578,7,fire
770,35,1579,8,flood
771,48,1579,3,rescue
772,16,1580,1,fire
773,26,1581,5,fire
774,20,1587,7,power
775,23,1590,1,medical
776,24,1593,2,power
777,18,1594,10,fire
778,47,1595,4,medical
779,47,1595,5,flood
780,6,1598,2,fire
781,35,1602,5,medical
782,10,1605,7,medical
783,22,1605,1,fire
784,7,1606,1,fire
785,5,1608,1,power
786,0,1609,1,rescue
787,12,1610,7,fire
788,46,1615,5,power
789,23,1621,1,medical
790,9,1621,4,flood
791,16,1624,4,rescue
792,42,1625,9,fire
793,37,1628,2,rescue
794,16,1628,1,fire
795,41,1629,3,medical
796,5,1632,1,power
797,6,1633,5,rescue
798,42,1638,5,power
799,46,1641,1,flood
800,22,1641,2,power
801,3,1646,1,power
802,33,1647,3,power
803,22,1656,1,rescue
804,8,1658,6,rescue
805,14,1658,1,medical
806,25,1660,5,fire
807,24,1661,2,power
808,12,1661,4,rescue
809,27,1667,2,medical
810,37,1671,5,rescue
811,30,1672,5,fire
812,49,1673,4,rescue
813,32,1673,2,flood
814,31,1674,9,power
815,5,1675,8,fire
816,45,1679,3,flood
817,28,1681,2,power
818,32,1683,9,flood
819,10,1683,2,rescue
820,15,1684,9,rescue
821,25,1685,4,rescue
822,24,1685,4,fire
823,3,1686,6,power
824,33,1692,9,flood
825,1,1694,6,power
826,29,1696,2,medical
827,16,1700,9,fire
828,21,1703,1,power
829,36,1706,8,rescue
830,42,1706,2,fire
831,1,1708,6,flood
832,26,1710,3,flood
833,44,1711,8,medical
834,26,1712,10,medical
835,28,1712,3,flood
836,29,1714,1,medical
837,25,1715,5,fire
838,28,1717,4,flood
839,0,1722,8,fire
840,19,1722,1,fire
841,40,1723,2,fire
842,21,1729,5,power
843,3,1730,5,flood
844,20,1731,2,fire
845,44,1732,3,fire
846,20,1734,6,fire
847,49,1734,2,power
848,47,1734,4,rescue
849,26,1735,2,flood
850,2,1735,6,flood
851,35,1736,6,fire
852,33,1736,3,power
853,22,1738,1,power
854,5,1738,5,fire
855,38,1739,1,power
856,21,1740,2,rescue
857,35,1741,3,power
858,49,1741,2,power
859,26,1742,1,medical
860,46,1744,3,power
861,7,1745,3,flood
862,41,1748,1,flood
863,8,1749,9,fire
864,16,1752,9,rescue
865,20,1754,1,medical
866,24,1755,3,medical
867,23,1760,5,flood
868,46,1761,1,power
869,16,1761,6,medical
870,12,1762,2,rescue
871,2,1764,5,medical
872,46,1765,9,medical
873,25,1765,4,rescue
874,18,1768,7,flood
875,32,1769,7,power
876,23,1770,4,flood
877,32,1772,4,flood
878,4,1775,3,power
879,34,1779,3,flood
880,24,1780,5,rescue
881,1,1783,6,flood
882,7,1786,2,flood
883,18,1787,1,rescue
884,32,1787,1,power
885,26,1790,5,medical
886,27,1790,4,flood
887,49,1791,2,flood
888,1,1793,3,rescue
889,19,1796,6,flood
890,28,1797,10,power
891,9,1798,9,fire
892,9,1806,1,fire
893,40,1807,2,fire
894,48,1808,4,rescue
895,2,1808,4,medical
896,1,1815,4,fire
897,25,1820,4,flood
898,37,1823,2,medical
899,43,1824,5,flood
900,29,1825,1,flood
901,26,1827,3,medical
902,5,1829,4,rescue
903,1,1829,1,medical
904,24,1834,4,flood
905,47,1835,2,rescue
906,24,1836,3,medical
907,3,1842,2,medical
908,0,1844,3,medical
909,41,1844,5,medical
910,26,1847,2,flood
911,20,1847,6,rescue
912,3,1847,4,medical
913,18,1849,2,medical
914,40,1850,5,rescue
915,38,1850,7,rescue
916,32,1850,1,power
917,33,1853,3,power
918,32,1859,4,fire
919,9,1864,6,flood
920,12,1866,2,flood
921,0,1866,6,flood
922,45,1868,3,medical
923,42,1869,2,medical
924,32,1872,7,medical
925,20,1874,5,fire
926,37,1876,4,rescue
927,42,1880,6,rescue
928,21,1880,3,fire
929,3,1882,4,power
930,23,1884,2,medical
931,13,1889,5,medical
932,37,1892,1,power
933,9,1895,5,fire
934,44,1898,5,flood
935,4,1899,2,rescue
936,41,1900,2,power
937,23,1902,7,power
938,41,1903,4,fire
939,32,1903,1,power
940,44,1906,3,medical
941,41,1907,7,rescue
942,2,1909,3,medical
943,36,1910,1,rescue
944,22,1911,1,power
945,5,1911,4,medical
946,42,1912,7,flood
947,9,1912,1,flood
948,8,1912,4,flood
949,46,1913,2,flood
950,27,1914,4,flood
951,46,1916,3,medical
952,9,1917,5,fire
953,49,1918,3,power
954,33,1920,4,power
955,28,1921,1,fire
956,12,1921,6,medical
957,48,1923,3,medical
958,16,1924,1,flood
959,14,1927,5,flood
960,15,1928,6,rescue
961,0,1928,7,medical
962,40,1932,3,power
963,1,1932,7,flood
964,45,1933,5,fire
965,47,1934,1,rescue
966,39,1936,7,rescue
967,48,1940,3,fire
968,14,1940,10,power
969,28,1942,2,flood
970,39,1943,5,rescue
971,10,1943,3,flood
972,29,1943,7,medical
973,30,1945,1,power
974,47,1946,4,medical
975,36,1947,6,fire
976,34,1948,2,rescue
977,6,1950,2,rescue
978,16,1953,6,flood
979,25,1955,7,power
980,41,1957,3,power
981,15,1958,4,flood
982,44,1959,7,rescue
983,10,1961,4,medical
984,49,1964,3,fire
985,31,1966,2,medical
986,37,1967,5,power
987,44,1968,2,power
988,12,1971,4,fire
989,14,1973,6,rescue
990,19,1973,1,rescue
991,36,1978,2,power
992,34,1981,4,rescue
993,49,1982,2,medical
994,39,1982,8,power
995,1,1985,2,medical
996,37,1985,7,rescue
997,30,1985,6,power
998,44,1986,2,power
999,34,1989,8,flood
1000,10,1989,2,rescue
1001,34,1992,1,fire
1002,35,1994,1,flood
1003,2,1996,3,power
1004,18,1999,1,power
1005,18,2000,5,fire
1006,24,2005,4,flood
1007,10,2007,3,rescue
1008,4,2009,3,rescue
1009,48,2009,5,medical
1010,31,2011,7,fire
1011,17,2013,8,flood
1012,4,2021,5,flood
1013,40,2023,2,flood
1014,6,2024,3,rescue
1015,49,2024,3,power
1016,49,2025,5,medical
1017,42,2029,7,rescue
1018,2,2034,3,fire
1019,12,2036,4,medical
1020,35,2036,4,flood
1021,39,2036,1,rescue
1022,39,2038,1,medical
1023,15,2039,5,flood
1024,44,2043,7,flood
1025,23,2043,6,medical
1026,19,2045,8,medical
1027,7,2045,7,power
1028,19,2046,1,power
1029,48,2047,7,fire
1030,18,2048,3,fire
1031,43,2048,2,flood
1032,37,2048,1,rescue
1033,19,2049,10,medical
1034,39,2051,2,flood
1035,7,2051,2,rescue
1036,27,2051,3,power
1037,35,2054,1,rescue
1038,37,2055,10,fire
1039,10,2057,4,power
1040,9,2057,2,flood
1041,22,2060,3,fire
1042,41,2060,3,fire
1043,12,2070,4,fire
1044,39,2070,7,fire
1045,38,2071,10,medical
1046,25,2074,4,fire
1047,8,2077,4,rescue
1048,6,2078,7,fire
1049,38,2078,3,medical
1050,39,2079,7,medical
1051,5,2080,6,medical
1052,13,2082,3,rescue
1053,7,2082,6,flood
1054,37,2086,2,power
1055,27,2087,2,fire
1056,31,2088,4,medical
1057,31,2088,8,flood
1058,11,2089,6,power
1059,24,2090,2,power
1060,38,2092,2,rescue
1061,41,2095,1,rescue
1062,16,2096,2,medical
1063,12,2101,2,fire
1064,26,2104,8,flood
1065,12,2107,1,medical
1066,15,2108,3,fire
1067,29,2111,8,fire
1068,29,2114,1,flood
1069,20,2114,2,medical
1070,14,2116,3,fire
1071,22,2117,1,medical
1072,8,2117,10,medical
1073,10,2117,2,medical
1074,11,2117,6,medical
1075,7,2119,1,rescue
1076,39,2121,3,flood
1077,42,2123,6,medical
1078,28,2123,4,fire
1079,44,2123,3,medical
1080,10,2124,1,power
1081,39,2126,5,rescue
1082,5,2128,2,rescue
1083,36,2128,4,rescue
1084,48,2128,2,fire
1085,31,2130,5,rescue
1086,45,2130,2,rescue
1087,39,2130,3,rescue
1088,17,2138,7,medical
1089,7,2139,3,fire
1090,43,2139,1,rescue
1091,13,2140,3,fire
1092,23,2142,1,fire
1093,19,2147,2,fire
1094,23,2147,1,fire
1095,48,2149,3,rescue
1096,43,2154,5,fire
1097,49,2155,6,rescue
1098,47,2155,3,medical
1099,2,2158,4,medical
1100,21,2159,6,power
1101,37,2159,4,fire
1102,14,2159,5,power
1103,4,2160,8,flood
1104,46,2160,5,flood
1105,27,2161,4,flood
1106,9,2165,8,medical
1107,10,2166,6,power
1108,36,2167,1,power
1109,4,2169,8,fire
1110,29,2173,4,rescue
1111,25,2177,4,power
1112,27,2184,6,medical
1113,20,2184,3,fire
1114,24,2186,4,power
1115,0,2190,4,fire
1116,20,2193,7,flood
1117,7,2195,6,medical
1118,25,2196,1,medical
1119,44,2200,4,power
1120,26,2205,3,power
1121,5,2206,8,fire
1122,24,2207,1,power
1123,5,2208,5,fire
1124,16,2209,5,power
1125,43,2215,4,flood
1126,46,2216,5,medical
1127,19,2216,5,fire
1128,39,2220,4,power
1129,42,2223,1,flood
1130,12,2224,5,power
1131,46,2227,1,flood
1132,15,2227,1,power
1133,31,2228,5,flood
1134,23,2229,6,medical
1135,1,2230,1,rescue
1136,41,2232,5,flood
1137,37,2234,1,power
1138,38,2234,3,flood
1139,22,2235,1,fire
1140,43,2236,6,fire
1141,39,2240,4,medical
1142,19,2241,2,flood
1143,41,2248,5,medical
1144,3,2252,6,flood
1145,21,2252,6,flood
1146,19,2261,6,flood
1147,41,2263,10,rescue
1148,13,2269,3,medical
1149,8,2269,1,flood
1150,4,2270,4,medical
1151,44,2274,3,medical
1152,41,2274,5,fire
1153,40,2275,5,flood
1154,33,2279,2,flood
1155,20,2279,9,medical
1156,1,2279,1,fire
1157,10,2283,4,flood
1158,25,2284,1,medical
1159,46,2285,1,fire
1160,12,2286,9,fire
1161,26,2287,4,rescue
1162,42,2287,2,power
1163,35,2287,1,power
1164,35,2292,1,power
1165,36,2292,2,fire
1166,36,2293,2,rescue
1167,18,2294,4,power
1168,26,2297,1,power
1169,5,2297,3,fire
1170,15,2298,1,rescue
1171,18,2300,6,power
1172,28,2301,7,rescue
1173,35,2303,2,flood
1174,5,2305,5,medical
1175,31,2305,1,fire
1176,22,2307,4,power
1177,3,2317,10,fire
1178,8,2318,4,rescue
1179,29,2319,5,flood
1180,30,2321,10,power
1181,9,2323,5,rescue
1182,31,2325,5,power
1183,23,2327,1,power
1184,25,2328,7,rescue
1185,32,2329,10,medical
1186,41,2330,2,fire
1187,43,2330,1,flood
1188,42,2331,7,flood
1189,41,2333,4,fire
